Australian Bureau of Statistics

"2021 Census - counting dwellings, place of enumeration"
"MB (EN) by 1-digit level HCFMD Family Household Composition (Dwelling)"
"Counting: Dwelling Records"

Filters:
"Default Summation","Dwelling Records"

"1-digit level HCFMD Family Household Composition (Dwelling)","One family household","Multiple family household","Other household","Not applicable","Total",
"MB (EN)",
"50008762000",0,0,0,0,0,
"50008763000",0,0,0,0,0,
"50009481000",0,0,0,0,0,
"50009482000",0,0,0,0,0,
"50010311000",0,0,0,0,0,
"50010313000",0,0,0,0,0,
"50010560000",11,0,3,0,16,
"50010571000",0,0,0,0,0,
"50010572000",0,0,0,0,0,
"50006360000",22,0,7,0,32,
"50007460000",31,6,5,0,38,
"50008560000",48,0,25,6,75,
"50011210000",0,0,0,0,0,
"50007610000",0,0,0,0,0,
"50008550000",33,5,6,0,46,
"50009320000",34,0,3,8,46,
"50010280000",35,4,3,0,45,
"50010531000",12,3,6,0,21,
"50011200000",0,0,0,0,0,
"50005450000",29,0,18,0,46,
"50006860000",0,0,0,0,0,
"50007590000",29,0,19,3,51,
"50007840000",0,0,0,0,0,
"50010690000",13,0,45,0,55,
"50005770000",31,0,0,0,43,
"50007470000",0,0,0,0,0,
"50008530000",28,0,7,0,37,
"50009200000",0,0,0,0,0,
"50010260000",24,0,15,0,43,
"50010532000",5,0,7,0,8,
"50006850000",19,0,21,3,49,
"50009830000",18,0,8,0,22,
"50010832000",15,0,11,0,22,
"50006661000",0,0,0,0,0,
"50006662000",0,0,0,0,0,
"50007830000",24,0,28,10,53,
"50010820000",13,0,12,0,31,
"50010840000",8,0,19,3,30,
"50391799600",16,0,26,3,48,
"50392008800",24,0,21,0,42,
"50392078500",26,0,23,4,50,
"50006810000",27,0,23,5,51,
"50007850000",42,0,25,8,77,
"50009510000",34,0,21,5,63,
"50006640000",0,0,0,0,0,
"50009452000",27,0,7,0,36,
"50011480000",0,0,0,0,0,
"50378520000",0,0,0,0,0,
"50378530000",0,0,0,0,0,
"50391709300",0,0,0,0,0,
"50391709400",17,0,0,0,27,
"50006020000",0,0,0,0,0,
"50009130000",31,0,7,5,42,
"50392007400",37,0,8,4,56,
"50392011200",38,0,10,10,57,
"50006550000",25,0,5,0,32,
"50007691000",36,6,4,4,52,
"50008620000",19,3,6,0,25,
"50011460000",33,6,4,5,43,
"50005780000",0,0,0,0,0,
"50007090000",0,0,0,0,0,
"50007950000",0,0,0,0,0,
"50008700000",27,0,4,4,40,
"50010540000",18,0,4,6,25,
"50010610000",38,0,9,0,54,
"50378540000",0,0,0,0,0,
"50378550000",0,0,0,0,0,
"50391624600",45,3,5,7,62,
"50391634400",34,0,0,0,40,
"50392018300",9,0,8,4,24,
"50005980000",0,0,0,0,0,
"50007390000",17,0,4,3,26,
"50009120000",17,0,13,4,35,
"50009910000",39,0,10,7,60,
"50010510000",22,0,11,0,35,
"50010740000",24,0,13,10,44,
"50010770000",18,0,15,5,40,
"50010780000",28,0,13,5,48,
"50010792000",9,0,0,0,15,
"50011470000",48,0,11,0,59,
"50011490000",19,3,0,0,20,
"50011500000",26,0,3,6,39,
"50011510000",34,0,0,0,36,
"50391716300",3,0,0,4,8,
"50392075900",0,0,0,0,0,
"50011530000",0,0,0,0,0,
"50005570000",28,0,7,4,43,
"50005810000",0,0,0,0,0,
"50007450000",34,0,15,4,51,
"50008400000",41,4,11,0,51,
"50006350000",40,0,14,4,58,
"50007630000",31,0,11,4,53,
"50009190000",19,0,14,4,41,
"50010300000",15,0,8,0,29,
"50391956700",33,0,20,5,58,
"50007430000",28,0,4,3,33,
"50009370000",42,3,14,6,56,
"50011090000",0,0,0,0,0,
"50378490000",0,0,0,0,0,
"50378580000",0,0,0,0,0,
"50391544400",43,6,10,3,64,
"50006100000",0,0,0,0,0,
"50006440000",0,0,0,0,0,
"50007580000",43,0,9,9,58,
"50008510000",31,0,6,3,39,
"50009290000",28,0,4,0,33,
"50006430000",0,0,0,0,0,
"50007570000",32,0,0,0,39,
"50008520000",26,0,16,0,40,
"50009180000",47,0,13,6,69,
"50009870000",21,0,14,3,37,
"50010250000",37,0,17,5,53,
"50006541000",26,0,6,0,31,
"50009300000",30,0,8,0,39,
"50009860000",41,0,11,8,56,
"50010240000",26,0,11,0,37,
"50378460000",0,0,0,0,0,
"50378480000",0,0,0,0,0,
"50006420000",29,0,13,0,42,
"50007680000",27,0,15,10,43,
"50009310000",35,0,14,9,49,
"50009360000",40,0,18,4,57,
"50009930000",0,0,0,0,0,
"50378430000",0,0,0,0,0,
"50378560000",0,0,0,0,0,
"50006650000",46,0,0,0,52,
"50008720000",40,0,7,3,52,
"50008730000",31,3,0,0,40,
"50009500000",32,0,0,0,37,
"50010723000",0,0,0,0,0,
"50010730000",44,0,10,0,54,
"50392007600",40,0,8,7,58,
"50005560000",23,0,10,0,39,
"50007400000",39,3,0,3,44,
"50391985700",35,4,17,7,64,
"50010721000",15,0,0,0,20,
"50010722000",43,0,4,4,48,
"50010724000",43,5,4,0,45,
"50010725000",29,0,6,0,30,
"50010726000",24,0,0,0,27,
"50010727000",35,0,3,0,43,
"50391670800",57,0,4,0,64,
"50006320000",34,0,0,3,39,
"50007692000",50,0,123,27,200,
"50008980000",37,0,9,0,46,
"50011430000",34,0,10,3,43,
"50007350000",45,0,14,0,52,
"50008250000",27,0,20,0,49,
"50006210000",35,0,11,0,45,
"50006220000",0,0,0,0,0,
"50007330000",0,0,0,0,0,
"50007340000",0,0,0,0,0,
"50008220000",22,0,5,4,36,
"50008230000",38,0,15,0,55,
"50008960000",34,0,7,3,46,
"50009751000",20,0,14,0,25,
"50006330000",28,0,17,0,49,
"50007670000",34,0,8,0,43,
"50008610000",0,0,0,0,0,
"50010800000",27,0,10,6,42,
"50005790000",23,0,12,0,35,
"50006630000",4,0,0,0,4,
"50007760000",0,0,0,0,0,
"50008690000",12,0,4,4,27,
"50009430000",28,0,0,0,27,
"50011400000",19,3,8,4,32,
"50011620000",3,0,8,0,11,
"50378100000",0,0,0,0,0,
"50005470000",28,0,10,0,34,
"50005480000",39,3,9,6,57,
"50007650000",28,0,12,0,35,
"50008600000",31,3,6,0,37,
"50007660000",0,0,0,0,0,
"50008972000",20,0,3,0,26,
"50009890000",59,3,6,0,72,
"50006620000",0,0,0,0,0,
"50007750000",0,0,0,0,0,
"50008670000",36,7,7,4,51,
"50008680000",16,0,7,0,25,
"50009490000",15,0,0,5,16,
"50009990000",27,0,0,5,33,
"50011010000",0,0,0,0,0,
"50011020000",22,3,0,5,23,
"50011030000",24,0,3,9,38,
"50011610000",0,0,0,0,0,
"50011712000",0,0,0,0,0,
"50378050000",0,0,0,0,0,
"50378060000",0,0,0,0,0,
"50378070000",0,0,0,0,0,
"50378080000",5,0,0,0,3,
"50378370000",0,0,0,0,0,
"50009440000",29,0,11,3,44,
"50011040000",33,5,10,6,47,
"50011722000",0,0,0,0,0,
"50378380000",3,0,0,0,3,
"50006600000",38,0,9,0,45,
"50006610000",35,0,0,0,40,
"50008660000",33,0,0,5,39,
"50011630000",65,4,5,5,77,
"50006510000",0,0,0,0,0,
"50007410000",38,0,10,3,54,
"50009140000",33,0,0,6,38,
"50010320000",26,5,8,0,38,
"50010810000",24,3,6,0,29,
"50005740000",7,0,25,0,39,
"50006201000",19,0,10,0,29,
"50008240000",27,0,10,0,43,
"50008971000",16,0,3,0,18,
"50010021000",24,0,4,5,34,
"50010022000",21,0,5,0,24,
"50010380000",0,0,0,0,0,
"50011591000",35,0,5,3,42,
"50011592000",20,0,4,0,21,
"50007780000",45,3,6,6,57,
"50011440000",0,0,0,0,0,
"50011550000",0,0,0,0,0,
"50011580000",41,5,7,8,57,
"50011600000",38,8,6,0,45,
"50378360000",0,0,0,0,0,
"50005750000",0,0,0,0,0,
"50006202000",21,0,6,3,26,
"50008210000",36,0,3,0,38,
"50008951000",13,0,7,0,21,
"50008952000",18,0,8,3,32,
"50005760000",0,0,0,0,0,
"50006190000",49,0,8,4,50,
"50007310000",22,0,5,5,30,
"50008181000",59,0,3,0,67,
"50008182000",57,0,3,0,68,
"50008183000",37,0,8,0,39,
"50005500000",48,0,10,0,62,
"50007100000",32,0,16,6,44,
"50008190000",31,0,4,0,33,
"50008940000",32,0,10,0,43,
"50006230000",36,0,9,0,50,
"50011410000",23,0,3,3,29,
"50011420000",27,0,9,0,37,
"50005490000",28,0,4,0,31,
"50007320000",25,0,6,7,42,
"50008200000",24,0,8,0,27,
"50009752000",23,0,10,4,32,
"50005710000",40,0,3,3,50,
"50008991000",25,0,4,0,35,
"50008992000",22,4,8,0,32,
"50009760000",17,0,9,0,27,
"50011290000",17,5,8,6,26,
"50006250000",0,0,0,0,0,
"50006260000",26,0,8,3,41,
"50009000000",23,0,13,4,33,
"50010160000",30,0,6,5,42,
"50010460000",23,0,14,4,40,
"50007010000",0,0,0,0,0,
"50008290000",26,0,10,0,28,
"50008360000",39,0,26,10,63,
"50009261000",19,0,16,0,38,
"50010644000",0,0,0,0,0,
"50010645000",25,0,6,5,36,
"50010646000",41,0,11,3,58,
"50010647000",37,0,10,4,49,
"50010648000",17,0,0,0,20,
"50010649000",29,0,0,0,27,
"50005700000",0,0,40,4,48,
"50007360000",35,3,3,0,41,
"50009341000",18,0,9,0,24,
"50391699700",0,0,0,0,0,
"50391699800",30,4,6,0,44,
"50391699900",0,0,0,0,0,
"50391711800",44,0,9,3,48,
"50391787800",29,0,9,0,45,
"50010210000",19,0,3,0,27,
"50010971000",30,0,8,3,47,
"50010972000",35,4,4,0,48,
"50010980000",44,0,9,0,56,
"50005660000",27,0,15,3,50,
"50005900000",0,0,0,0,0,
"50008260000",0,0,0,0,0,
"50009020000",30,0,13,3,54,
"50009780000",25,0,13,3,42,
"50010180000",28,0,6,9,39,
"50008370000",32,0,15,3,54,
"50011052000",22,0,11,6,38,
"50005300000",30,0,11,0,39,
"50006720000",23,5,13,0,37,
"50008380000",28,3,5,0,34,
"50009160000",28,0,10,0,33,
"50006410000",33,0,12,0,40,
"50007530000",26,0,0,0,30,
"50008440000",37,4,9,3,48,
"50009342000",23,0,10,0,34,
"50009343000",35,0,28,14,72,
"50010312000",0,0,0,0,0,
"50011051000",0,0,4,0,4,
"50006270000",30,0,10,0,43,
"50008280000",33,0,14,0,49,
"50009030000",30,0,3,5,36,
"50010190000",51,3,17,3,75,
"50011270000",0,0,0,0,0,
"50006700000",33,0,8,0,49,
"50008270000",35,0,16,0,57,
"50009790000",20,4,5,0,25,
"50010620000",16,0,8,0,21,
"50011280000",0,0,0,0,0,
"50005290000",42,0,7,0,50,
"50009040000",24,0,7,3,34,
"50010470000",24,0,8,0,31,
"50009010000",17,0,12,0,33,
"50009770000",37,0,17,4,54,
"50010170000",29,0,21,3,50,
"50006280000",20,0,15,0,38,
"50009050000",45,0,20,3,72,
"50391920300",19,0,11,0,27,
"50391627300",0,0,0,0,0,
"50391702200",41,3,10,0,48,
"50391716800",37,0,8,0,45,
"50391872600",47,0,22,3,69,
"50392018800",36,0,17,0,59,
"50007421000",28,0,6,0,36,
"50007422000",38,0,13,4,52,
"50007423000",27,0,6,6,34,
"50009150000",28,0,15,0,44,
"50006340000",25,0,8,0,36,
"50008390000",23,0,4,0,31,
"50009170000",31,0,8,3,40,
"50010642000",54,4,11,4,71,
"50011305000",36,0,9,0,49,
"50391509000",45,0,17,4,62,
"50391710700",32,0,6,4,37,
"50391872700",36,0,3,0,42,
"50011302000",69,0,14,4,91,
"50391618300",20,0,0,4,28,
"50391978000",59,0,20,4,75,
"50391579600",3,0,0,0,8,
"50391678800",41,0,20,0,60,
"50391678900",44,0,15,0,58,
"50391918100",23,0,3,0,21,
"50391994300",15,0,0,4,22,
"50391994400",18,0,9,0,24,
"50392010100",42,0,4,4,54,
"50008351000",42,0,6,0,47,
"50391697600",38,0,17,7,68,
"50391697700",15,0,8,3,29,
"50006240000",51,0,13,3,74,
"50010641000",23,3,5,3,35,
"50010643000",39,0,0,0,48,
"53983300000",45,4,5,0,49,
"53983400000",27,0,0,0,34,
"53983500000",0,0,0,0,0,
"53983600000",9,0,0,0,11,
"54066400000",16,0,0,0,23,
"54067500000",53,0,3,5,62,
"54067600000",0,0,0,0,0,
"50011699000",30,0,0,0,30,
"50011699600",10,0,3,4,19,
"50391545900",0,0,0,0,0,
"50391631300",23,0,8,0,28,
"50391758700",40,0,14,3,59,
"50391759900",36,0,3,0,47,
"50391760100",13,0,8,0,23,
"53982600000",36,5,5,0,45,
"53982700000",35,0,0,4,42,
"53982900000",0,0,0,0,0,
"54063000000",26,0,0,0,28,
"54067300000",18,0,0,0,21,
"54072400000",16,0,0,0,13,
"53982500000",38,0,13,3,57,
"53982800000",24,0,9,6,34,
"53983100000",39,0,5,0,44,
"53983200000",43,0,11,6,55,
"50011691200",35,3,3,0,44,
"50391658300",46,0,7,4,52,
"50391681700",26,0,0,7,31,
"50391685900",38,0,3,3,48,
"50392012400",40,0,5,0,46,
"50011696100",28,0,0,0,28,
"50391619200",39,0,3,0,44,
"50391619300",42,0,6,0,51,
"50391690600",30,0,7,3,45,
"50391690700",27,0,9,0,36,
"50011691800",53,0,8,0,65,
"50011692700",41,4,7,0,53,
"50011692800",8,0,0,0,11,
"50011692900",51,0,8,0,64,
"50011699100",21,5,0,0,22,
"50011699200",38,0,0,0,41,
"50011699300",24,0,0,0,24,
"50011699400",24,0,3,0,27,
"50391607900",17,0,8,0,22,
"50391683700",26,0,6,0,35,
"50391760300",0,0,0,0,0,
"50391879600",22,0,3,0,30,
"50391889600",14,0,0,3,16,
"50391889700",25,0,5,0,30,
"50391889900",20,0,9,0,28,
"50391890100",21,0,5,0,30,
"50391891000",0,0,0,0,0,
"50391891100",25,0,3,4,36,
"50392035000",0,0,0,0,0,
"50392078600",26,0,3,0,29,
"50011695500",32,0,0,0,40,
"50011695800",20,0,0,3,14,
"50011696200",37,0,6,0,41,
"50011697900",26,0,8,0,41,
"50391738900",35,4,4,0,48,
"50391770100",46,0,3,0,52,
"50391770900",26,0,0,0,25,
"50011695300",49,0,0,0,50,
"50011695400",60,0,6,0,62,
"50011695600",23,0,0,0,26,
"50011698200",50,0,0,3,52,
"50011698300",29,3,3,0,37,
"50011698400",38,0,3,0,40,
"50391760800",32,0,7,8,52,
"50391761300",38,0,7,0,48,
"50391762500",29,4,10,6,48,
"50391762600",32,0,13,3,45,
"50011170000",0,0,0,0,0,
"50391573900",15,0,5,0,14,
"50391662600",30,0,15,6,50,
"50391738400",24,0,4,4,36,
"50391773500",27,0,9,5,37,
"50391933000",18,3,7,4,33,
"54067900000",32,3,10,0,38,
"54070000000",3,0,3,0,11,
"50391567600",38,0,0,0,36,
"50391759400",15,3,3,0,24,
"50391759500",54,0,0,3,60,
"50391771000",22,0,0,0,26,
"50391771100",23,0,5,0,23,
"50391771200",13,0,4,0,17,
"50391890900",0,0,0,0,0,
"50011691900",37,0,6,0,44,
"50011692400",17,0,5,0,25,
"50011692500",21,0,0,0,22,
"50011692600",37,0,9,0,45,
"50011696700",35,0,11,0,48,
"50391759600",25,0,4,0,34,
"50391889800",37,0,4,0,46,
"50391890200",38,4,10,0,49,
"50391988800",32,5,5,3,50,
"50391760400",30,3,0,0,37,
"50391760700",37,0,0,0,42,
"50391760900",22,0,6,0,26,
"50391761000",15,0,0,0,16,
"50391761100",29,0,3,0,29,
"50391761200",25,5,0,5,30,
"50391762300",17,0,0,0,23,
"50392035100",44,7,4,4,58,
"50392038300",37,0,9,0,50,
"50392038400",24,0,6,0,23,
"50011182000",16,0,10,0,29,
"50391760200",0,0,0,0,0,
"50391762400",11,0,0,0,15,
"50391762700",0,0,0,0,0,
"50391762800",0,0,0,0,0,
"50391763700",14,0,4,0,20,
"50391763800",30,0,13,0,41,
"50391763900",26,3,13,0,43,
"50391764100",22,0,3,0,28,
"50391877900",31,4,11,3,50,
"50392065600",25,0,4,0,36,
"54070700000",46,0,17,8,74,
"54070800000",43,0,17,0,59,
"50011692200",18,0,3,3,31,
"50011692300",21,3,4,3,31,
"50391676700",23,0,3,0,32,
"50391739000",35,0,0,0,34,
"54065200000",12,0,10,0,28,
"54065600000",0,0,0,0,0,
"54074300000",16,0,10,0,26,
"54074500000",33,0,12,5,49,
"54066500000",26,0,3,0,32,
"54070600000",15,0,8,0,27,
"54071500000",40,0,13,3,59,
"54072300000",33,0,10,0,47,
"50006770000",26,0,11,6,44,
"50006780000",32,0,13,6,45,
"50007800000",31,0,18,0,47,
"50008770000",25,0,11,0,39,
"50011360000",0,0,0,0,0,
"50391753100",31,0,6,0,37,
"54062100000",12,0,0,0,13,
"54069300000",23,0,0,0,24,
"54069600000",26,0,3,0,36,
"54069700000",8,0,4,0,16,
"54066800000",33,0,11,0,38,
"54071600000",9,3,8,4,22,
"54071700000",19,0,12,0,27,
"54071800000",32,0,12,0,48,
"54063100000",24,0,6,0,26,
"54070900000",50,3,7,0,63,
"54071000000",30,0,14,0,41,
"54074400000",24,3,3,0,36,
"50391891200",20,0,0,0,20,
"50391893200",49,0,4,7,61,
"50391893400",30,0,9,0,45,
"53980700000",0,0,0,8,11,
"50011693700",39,0,3,4,50,
"50011694500",40,0,5,4,47,
"50011694600",39,0,5,0,41,
"50011694800",45,0,10,0,54,
"50392065700",0,0,0,0,0,
"50391688600",14,0,5,0,23,
"50391884000",32,0,4,0,33,
"50391884100",0,0,0,0,0,
"50391886000",0,0,0,0,0,
"50392075200",35,0,3,0,43,
"54069400000",44,4,3,0,51,
"50005530000",0,0,0,0,0,
"50005540000",0,0,0,0,0,
"50010371000",24,3,4,3,35,
"50010372000",0,0,0,0,0,
"50010373000",0,0,0,0,0,
"50011650000",13,0,3,0,17,
"50011660000",11,4,7,0,20,
"50011670000",51,0,15,9,73,
"50011680000",17,0,7,5,22,
"50011730000",0,0,0,0,0,
"50378200000",0,0,0,0,0,
"50378210000",0,0,0,0,0,
"50378220000",0,0,0,0,0,
"50378230000",0,0,0,0,0,
"50378240000",0,0,0,0,0,
"50378250000",0,0,0,0,0,
"50391896800",34,3,4,0,38,
"50391897000",34,0,5,4,41,
"50391674800",41,0,9,0,51,
"50391707400",44,0,13,0,62,
"54060500000",23,0,8,3,36,
"54071300000",23,0,7,0,29,
"50391886200",35,0,0,0,35,
"50391886400",39,0,4,0,39,
"50391886500",27,0,6,0,29,
"50391888200",26,0,5,0,27,
"50391888300",54,5,8,0,62,
"50391894900",0,0,0,0,0,
"50392068500",20,0,0,0,27,
"50392076800",28,0,0,0,30,
"50391695200",44,0,4,4,55,
"50391770000",57,3,4,0,64,
"53981800000",36,0,4,0,43,
"54065700000",43,3,0,7,52,
"54066600000",22,0,4,0,31,
"54066700000",41,0,9,3,49,
"54072500000",41,6,7,0,54,
"50391875300",37,0,6,3,46,
"50391875500",32,4,0,0,43,
"50391896900",38,4,9,0,45,
"50391897100",32,0,0,5,36,
"50391897200",21,0,5,0,28,
"50392074500",0,0,0,0,0,
"50007810000",21,0,9,5,38,
"50011240000",12,0,4,5,16,
"50011261000",0,0,0,0,0,
"50011262000",0,0,0,0,0,
"50011263000",4,0,0,0,9,
"50391647800",28,0,5,0,32,
"50391668700",0,0,0,0,0,
"50391701900",34,0,3,3,39,
"50391702000",31,0,0,3,38,
"50391714700",36,0,0,0,39,
"50391714800",31,0,6,0,38,
"50391739300",34,0,4,7,44,
"50391702100",0,0,0,0,0,
"50391713400",0,0,0,0,0,
"53985900000",67,6,11,5,79,
"54070500000",66,3,5,0,77,
"54073500000",40,0,15,0,59,
"54073700000",10,0,9,0,20,
"54073800000",25,0,3,0,31,
"54074100000",34,4,5,0,38,
"50391654500",29,3,3,0,36,
"50391701800",31,0,6,0,33,
"50391721900",23,4,0,0,30,
"50391764000",37,3,4,0,42,
"50392004000",0,0,0,0,0,
"50392034600",26,0,3,0,30,
"50392038600",21,0,0,0,28,
"50391600800",31,3,4,0,34,
"50391609300",20,0,3,0,26,
"50391893300",23,0,0,0,25,
"50391987400",29,4,4,5,32,
"50391987700",18,0,0,0,23,
"50391989800",26,0,5,0,30,
"50011693900",30,5,6,0,42,
"50011694100",21,0,3,0,23,
"50011694300",38,0,5,0,48,
"50391713200",32,0,11,5,45,
"50391713300",28,0,0,0,31,
"50391878000",0,0,0,0,0,
"50392065500",28,0,0,0,32,
"54069200000",16,0,0,9,22,
"54071400000",0,0,0,0,0,
"50011694700",53,6,11,5,62,
"50011694900",19,0,0,0,23,
"50011695100",51,3,7,0,62,
"50011695200",34,0,0,3,38,
"50391769800",0,0,0,0,0,
"53981700000",0,0,0,0,0,
"50005520000",0,0,0,0,0,
"54069800000",0,0,0,0,0,
"54073400000",24,0,6,0,28,
"54073600000",29,0,9,0,42,
"54073900000",44,0,13,0,52,
"54074200000",23,0,3,0,32,
"50011694400",26,0,3,3,34,
"50391739100",26,0,17,4,46,
"50391739200",31,0,4,0,36,
"50391626400",8,0,5,0,16,
"50391878100",0,0,0,0,0,
"50391888100",31,0,14,0,45,
"50392068300",21,0,10,0,29,
"50392076700",23,0,3,4,34,
"50391753200",0,0,0,0,0,
"50391754300",48,0,0,0,45,
"50391754400",24,0,5,5,40,
"50391771300",37,5,9,0,48,
"50392036300",33,0,3,0,37,
"50392040900",15,0,3,0,17,
"50391886100",26,0,0,0,28,
"50391886300",0,0,0,0,0,
"54069100000",34,0,3,0,36,
"54069500000",29,6,3,0,30,
"54074000000",23,0,0,0,30,
"50391772200",50,6,13,8,68,
"50391772300",25,0,0,0,29,
"50391773400",57,0,4,0,61,
"50391893100",30,3,0,3,37,
"50011693400",0,0,0,0,0,
"50011693600",15,0,8,5,29,
"50391686000",53,0,12,4,62,
"50392015600",32,0,0,0,42,
"50029200000",21,0,19,8,39,
"50030940000",24,0,6,6,34,
"50391463300",17,0,13,6,33,
"50391590700",21,0,19,5,42,
"50027710000",31,0,26,5,59,
"50029390000",27,0,14,0,45,
"50391493400",33,0,12,6,52,
"50027540000",26,3,27,6,58,
"50028181000",0,0,0,0,0,
"50028183000",0,0,0,0,0,
"50030110000",23,0,14,4,41,
"50030280000",0,0,0,0,0,
"50030761000",0,0,0,0,0,
"50031020000",25,0,13,0,40,
"50031590000",19,0,16,0,39,
"50391587800",25,0,26,9,57,
"50391977000",0,0,0,0,0,
"54094700000",24,0,20,6,46,
"54095000000",19,0,24,5,48,
"50028500000",30,0,19,0,50,
"50028900000",22,0,17,0,40,
"50030530000",21,0,11,3,30,
"50030930000",20,0,10,0,38,
"50031310000",24,0,13,0,34,
"50391646500",16,0,25,8,44,
"50391651700",14,0,15,7,33,
"50027800000",0,0,7,0,9,
"50027810000",8,0,10,0,15,
"50029210000",9,0,28,6,44,
"50391596800",22,0,37,4,71,
"50391987600",26,0,14,3,45,
"50028312000",50,0,13,4,66,
"50028313000",31,0,8,0,45,
"50028314000",37,0,4,5,48,
"50029750000",0,0,3,0,3,
"50030982000",0,0,0,0,0,
"50031491000",0,0,26,3,31,
"50031492000",0,0,0,0,0,
"50031494000",0,0,0,0,0,
"50358710000",0,0,0,0,0,
"50027520000",25,0,23,6,57,
"50028182000",0,0,0,0,0,
"50028760000",25,0,19,5,49,
"50029042000",0,0,0,0,0,
"50029043000",0,0,0,0,4,
"50029044000",0,0,0,0,0,
"50029120000",0,0,0,0,0,
"50029442000",0,0,0,0,0,
"50029443000",0,0,0,0,0,
"50029712000",0,0,3,0,3,
"50029713000",0,0,0,0,0,
"50029714000",0,0,0,0,0,
"50029715000",0,0,0,0,0,
"50030010000",21,0,13,0,45,
"50030312000",8,0,8,9,30,
"50030313000",0,0,0,0,0,
"50030981000",0,0,0,0,0,
"50031142000",0,0,0,0,0,
"50031261000",0,0,0,0,0,
"50031262000",0,0,0,0,0,
"50031263000",0,0,0,0,0,
"50031264000",4,0,8,0,19,
"50031495000",0,0,0,0,0,
"50031780000",0,0,0,0,0,
"50031792000",0,0,0,0,0,
"50391541600",0,0,0,0,0,
"50391566000",9,0,30,16,53,
"54094800000",14,0,16,6,34,
"54094900000",18,0,22,10,50,
"50028210000",0,0,0,0,0,
"50028340000",47,0,16,0,62,
"50029150000",18,0,11,0,29,
"50029160000",34,4,14,5,55,
"50029800000",27,0,13,4,48,
"50030513000",0,0,0,0,0,
"50030515000",0,0,0,0,0,
"50358600000",0,0,0,0,0,
"50358620000",0,0,0,0,0,
"50358640000",0,0,0,0,0,
"50392110000",0,0,0,0,0,
"50028120000",3,0,27,0,27,
"50028452000",0,0,3,0,7,
"50028454000",0,0,0,0,0,
"50029140000",27,0,15,3,49,
"50029790000",32,0,13,4,52,
"50031000000",38,0,16,5,58,
"50031510000",22,0,15,0,44,
"50031810000",0,0,0,0,0,
"50031820000",0,0,0,0,0,
"50358610000",0,0,0,0,0,
"50358630000",0,0,0,0,0,
"50358650000",0,0,0,0,0,
"50028000000",4,0,0,0,4,
"50028010000",15,0,8,4,27,
"50028320000",11,0,3,5,29,
"50028330000",0,0,0,0,0,
"50028930000",23,0,11,0,32,
"50029130000",19,0,6,3,24,
"50029760000",23,0,11,0,36,
"50029770000",24,0,18,5,44,
"50030380000",26,3,15,3,47,
"50031250000",0,0,0,0,0,
"50031532000",0,0,0,0,0,
"50031534000",14,0,14,7,31,
"50031536000",3,0,3,0,11,
"50031584000",0,0,0,0,0,
"50031587000",0,0,0,0,0,
"50031588000",0,0,3,0,5,
"50031589000",0,0,0,0,0,
"50358470000",0,0,0,0,0,
"50392051300",18,0,14,7,37,
"50028630000",27,0,7,3,38,
"50029320000",31,0,15,0,50,
"50391471200",35,0,10,3,50,
"50391490600",27,0,21,0,56,
"50027670000",0,0,0,0,0,
"50028620000",23,0,8,5,31,
"50030140000",37,0,14,5,60,
"50030680000",21,0,15,0,38,
"50031370000",45,0,9,0,57,
"50028130000",36,0,24,8,67,
"50028140000",0,0,0,0,0,
"50028451000",0,0,0,0,0,
"50028455000",0,0,0,0,0,
"50029000000",25,0,12,5,39,
"50029650000",19,0,13,5,33,
"50029780000",30,0,19,6,56,
"50030240000",0,0,0,0,0,
"50030511000",0,0,0,0,0,
"50030514000",0,0,0,0,0,
"50030801000",24,0,19,0,45,
"50031501000",0,0,0,0,0,
"50031502000",0,0,0,0,0,
"50031503000",0,0,0,0,0,
"50358720000",0,0,0,0,0,
"50358730000",0,0,0,0,0,
"50358740000",0,0,0,0,0,
"50391588300",0,0,0,0,0,
"50029400000",25,5,10,0,45,
"50029970000",32,0,8,0,48,
"50030580000",29,0,4,0,39,
"50031350000",34,3,4,0,40,
"50031560000",41,0,15,0,58,
"50391496100",0,0,0,0,0,
"50391982200",0,0,0,0,0,
"50028960000",17,0,31,0,48,
"50029610000",13,0,33,10,55,
"50030170000",18,0,23,6,52,
"50030700000",8,0,27,10,45,
"50031080000",23,0,26,4,59,
"50027580000",31,0,18,9,57,
"50027930000",36,0,18,4,57,
"50028380000",10,0,16,5,28,
"50028840000",36,0,23,3,68,
"50028850000",0,0,0,0,0,
"50029850000",19,0,16,11,52,
"50030480000",21,0,14,3,43,
"50030960000",11,0,39,5,54,
"50031531000",0,0,0,3,3,
"50031533000",0,0,0,0,0,
"50031535000",0,0,0,0,0,
"50031830000",27,0,8,6,45,
"50028510000",19,0,14,4,37,
"50029590000",21,0,11,0,33,
"50030690000",19,0,15,3,44,
"50031240000",30,0,26,7,67,
"50031582000",0,0,0,0,0,
"50031586000",0,0,0,0,0,
"50391483700",16,0,35,5,54,
"50027860000",35,0,32,13,75,
"50029960000",31,0,23,17,71,
"50030570000",36,0,22,13,66,
"50031040000",39,0,30,11,73,
"50028020000",22,0,14,3,40,
"50028030000",11,0,32,0,48,
"50030160000",11,0,19,0,28,
"50031070000",23,0,31,3,57,
"50031690000",19,0,20,6,38,
"50031700000",17,0,13,0,32,
"50028940000",23,0,21,3,45,
"50030870000",27,0,27,11,69,
"50031550000",20,0,9,4,35,
